directory,file,name,description,triggers,pattern_category,animation_params,layout_params,slider_tab,slider_label,slider_type,target,css_property,min,max,step,default,unit
Gallery-and-Carousel,HorizontalAndVerticalScroll.html,Horizontal & Vertical Scroll,Cards slide up then scroll horizontally then slide out,viewProgress,scroll-storytelling,"translateX (0vw→end responsive), translateY per card (100vh→0vh), rangeStart/End per card, easing (linear)","scroll-section height, card height/width (responsive), card border-radius/gap, font-size",layout,Card Height,hvsReload,cardH,,40,90,1,75,vh
Gallery-and-Carousel,HorizontalAndVerticalScroll.html,Horizontal & Vertical Scroll,Cards slide up then scroll horizontally then slide out,viewProgress,scroll-storytelling,"translateX (0vw→end responsive), translateY per card (100vh→0vh), rangeStart/End per card, easing (linear)","scroll-section height, card height/width (responsive), card border-radius/gap, font-size",layout,Card Gap,hvsReload,gap,,0,50,1,4,px
Gallery-and-Carousel,HorizontalAndVerticalScroll.html,Horizontal & Vertical Scroll,Cards slide up then scroll horizontally then slide out,viewProgress,scroll-storytelling,"translateX (0vw→end responsive), translateY per card (100vh→0vh), rangeStart/End per card, easing (linear)","scroll-section height, card height/width (responsive), card border-radius/gap, font-size",layout,Card Border Radius,hvsReload,radius,,0,48,1,16,px
Gallery-and-Carousel,HorizontalCarouselPerspective.html,Horizontal Carousel Perspective,Responsive 3D card deck with scroll-driven rotation,"viewProgress; customEffect",scroll-3d,"translateX/Y, translateZ, rotateY/X, opacity per card (staggered), dynamic title swap, easing (linear)","scroll-section height, animation-viewport perspective, card width/height/border-radius/box-shadow, title font-size",animation,3D Depth,carouselDepth,,,0,2,0.1,1,×
Gallery-and-Carousel,HorizontalCarouselPerspective.html,Horizontal Carousel Perspective,Responsive 3D card deck with scroll-driven rotation,"viewProgress; customEffect",scroll-3d,"translateX/Y, translateZ, rotateY/X, opacity per card (staggered), dynamic title swap, easing (linear)","scroll-section height, animation-viewport perspective, card width/height/border-radius/box-shadow, title font-size",animation,Card Spacing,carouselGap,,,0.3,2.5,0.1,1,×
Gallery-and-Carousel,HorizontalCarouselPerspective.html,Horizontal Carousel Perspective,Responsive 3D card deck with scroll-driven rotation,"viewProgress; customEffect",scroll-3d,"translateX/Y, translateZ, rotateY/X, opacity per card (staggered), dynamic title swap, easing (linear)","scroll-section height, animation-viewport perspective, card width/height/border-radius/box-shadow, title font-size",layout,Card Border Radius,css,.card,borderRadius,0,60,1,24,px
Gallery-and-Carousel,HorizontalCarouselPerspective.html,Horizontal Carousel Perspective,Responsive 3D card deck with scroll-driven rotation,"viewProgress; customEffect",scroll-3d,"translateX/Y, translateZ, rotateY/X, opacity per card (staggered), dynamic title swap, easing (linear)","scroll-section height, animation-viewport perspective, card width/height/border-radius/box-shadow, title font-size",layout,Card Width,css,.card,width,200,1200,20,500,px
Gallery-and-Carousel,HorizontalCarouselPerspective.html,Horizontal Carousel Perspective,Responsive 3D card deck with scroll-driven rotation,"viewProgress; customEffect",scroll-3d,"translateX/Y, translateZ, rotateY/X, opacity per card (staggered), dynamic title swap, easing (linear)","scroll-section height, animation-viewport perspective, card width/height/border-radius/box-shadow, title font-size",layout,Card Height,css,.card,height,20,90,1,60,vh
Gallery-and-Carousel,HorizontalLanes.html,Horizontal Lanes,Multi-row horizontal parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateX (-50%→0 or 0→-50%) per row, duration (40s–55s), iterations (∞), easing (linear)","gallery-row flex/overflow, image-container height/padding, image border-radius, lightbox max-width",animation,Lane Speed,speed,,,0.25,5,0.1,1,×
Gallery-and-Carousel,HorizontalLanes.html,Horizontal Lanes,Multi-row horizontal parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateX (-50%→0 or 0→-50%) per row, duration (40s–55s), iterations (∞), easing (linear)","gallery-row flex/overflow, image-container height/padding, image border-radius, lightbox max-width",layout,Image Border Radius,cssVar,--img-border-radius,,0,100,1,24,px
Gallery-and-Carousel,HorizontalLanes.html,Horizontal Lanes,Multi-row horizontal parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateX (-50%→0 or 0→-50%) per row, duration (40s–55s), iterations (∞), easing (linear)","gallery-row flex/overflow, image-container height/padding, image border-radius, lightbox max-width",layout,Image Padding,cssVar,--img-padding,,0,50,1,15,px
Gallery-and-Carousel,HorizontalLanes.html,Horizontal Lanes,Multi-row horizontal parallax infinite loop with lightbox,viewEnter,parallax-lanes,"translateX (-50%→0 or 0→-50%) per row, duration (40s–55s), iterations (∞), easing (linear)","gallery-row flex/overflow, image-container height/padding, image border-radius, lightbox max-width",layout,Row Height,cssVar,--row-height,,25,50,1,25,vh
Gallery-and-Carousel,HorizontallyScrollingGallery.html,Horizontally Scrolling Gallery,Hover-driven 3D rotation with clipPath reveal + GSAP scroll,hover,hover-gallery,"clipPath ellipse (0→35%×45%), rotate (0→45deg), scale (1→1.5), text opacity (0→1), transition (600ms), easing (cubic-bezier)","gallery-item height/width/margin/border-radius, gallery-grid padding",animation,Hover Speed,durationScale,,,0.2,3,0.1,1,×
Gallery-and-Carousel,HorizontallyScrollingGallery.html,Horizontally Scrolling Gallery,Hover-driven 3D rotation with clipPath reveal + GSAP scroll,hover,hover-gallery,"clipPath ellipse (0→35%×45%), rotate (0→45deg), scale (1→1.5), text opacity (0→1), transition (600ms), easing (cubic-bezier)","gallery-item height/width/margin/border-radius, gallery-grid padding",animation,Scroll Speed,gsapScrollSpeed,,,0.2,4,0.2,1,×
Gallery-and-Carousel,HorizontallyScrollingGallery.html,Horizontally Scrolling Gallery,Hover-driven 3D rotation with clipPath reveal + GSAP scroll,hover,hover-gallery,"clipPath ellipse (0→35%×45%), rotate (0→45deg), scale (1→1.5), text opacity (0→1), transition (600ms), easing (cubic-bezier)","gallery-item height/width/margin/border-radius, gallery-grid padding",animation,Hover Shape,clipShape,,,,,,ellipse,
Gallery-and-Carousel,HorizontallyScrollingGallery.html,Horizontally Scrolling Gallery,Hover-driven 3D rotation with clipPath reveal + GSAP scroll,hover,hover-gallery,"clipPath ellipse (0→35%×45%), rotate (0→45deg), scale (1→1.5), text opacity (0→1), transition (600ms), easing (cubic-bezier)","gallery-item height/width/margin/border-radius, gallery-grid padding",layout,Card Size,proportionalSize,".gallery-item; .gallery-item","width; height",50,150,5,100,%
Gallery-and-Carousel,HorizontallyScrollingGallery.html,Horizontally Scrolling Gallery,Hover-driven 3D rotation with clipPath reveal + GSAP scroll,hover,hover-gallery,"clipPath ellipse (0→35%×45%), rotate (0→45deg), scale (1→1.5), text opacity (0→1), transition (600ms), easing (cubic-bezier)","gallery-item height/width/margin/border-radius, gallery-grid padding",layout,Card Border Radius,css,.gallery-item,borderRadius,0,50,1,16,px
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",animation,Max Rotation,cssVar,--max-rotate-z,,0,90,1,15,°
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",animation,Max Movement,cssVar,--max-move,,0,200,5,40,px
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",animation,Pointer Latency,cssVar,--pointer-latency,,0,1000,50,50,ms
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",animation,Direction,cssVar,--pointer-direction,,-1,1,2,1,
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",layout,Grid Gap,css,.grid-container,gap,10,60,2,40,px
Gallery-and-Carousel,Interactive_ Rotating_Gallery_Grid.html,Rotating Gallery Grid,Hover-driven 3D rotation with clipPath reveal + pointer tilt,"hover; pointerMove",pointer-tilt,"rotateZ (max Z rotation per card, default 15°), moveXY (max translation per card, default 40px), pointer-latency (transition smoothing, default 50ms), pointer-direction (1=follow, -1=invert), content-reveal opacity+translateY, duration 300ms","body perspective (1000px), grid-container gap (40px), card-inner border-radius (20px), grid-template-columns (8/4/3/2 cols)",layout,Card Border Radius,css,.card-inner,borderRadius,0,40,1,20,px
Gallery-and-Carousel,LoopedTabsWithPerspective.html,Looped Tabs With Perspective,Endless marquee with card hover straighten and pause,"pageVisible; hover",continuous-loop,"marquee translateX (0→-270rem), duration (60s), iterations (∞), card rotateY (25deg→0deg), card scale (1→1.05), animationPlayState→paused","carousel gap (2rem), card width (16rem)/padding/border-radius/box-shadow, perspective (1000px), totalCards (30)",animation,Marquee Speed,durationScale,,,0.25,3,0.1,1,×
Gallery-and-Carousel,LoopedTabsWithPerspective.html,Looped Tabs With Perspective,Endless marquee with card hover straighten and pause,"pageVisible; hover",continuous-loop,"marquee translateX (0→-270rem), duration (60s), iterations (∞), card rotateY (25deg→0deg), card scale (1→1.05), animationPlayState→paused","carousel gap (2rem), card width (16rem)/padding/border-radius/box-shadow, perspective (1000px), totalCards (30)",layout,Perspective,css,.perspective-container,perspective,300,2000,50,1000,px
Gallery-and-Carousel,LoopedTabsWithPerspective.html,Looped Tabs With Perspective,Endless marquee with card hover straighten and pause,"pageVisible; hover",continuous-loop,"marquee translateX (0→-270rem), duration (60s), iterations (∞), card rotateY (25deg→0deg), card scale (1→1.05), animationPlayState→paused","carousel gap (2rem), card width (16rem)/padding/border-radius/box-shadow, perspective (1000px), totalCards (30)",layout,Card Border Radius,css,.card,borderRadius,0,40,1,16,px
Gallery-and-Carousel,LoopedTabsWithPerspective.html,Looped Tabs With Perspective,Endless marquee with card hover straighten and pause,"pageVisible; hover",continuous-loop,"marquee translateX (0→-270rem), duration (60s), iterations (∞), card rotateY (25deg→0deg), card scale (1→1.05), animationPlayState→paused","carousel gap (2rem), card width (16rem)/padding/border-radius/box-shadow, perspective (1000px), totalCards (30)",layout,Card Gap,css,.carousel,gap,0,100,2,32,px
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",animation,Breathing Speed,speed,,,0.5,3,0.1,1,×
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",animation,Hover Size,sourceConst,HOVER_SCALE,,1,4,0.1,2.5,×
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",layout,Image Border Radius,css,img,borderRadius,0,60,1,4,px
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",layout,Image Overlap,cssVar,--overlap-ratio,,0,0.9,0.05,0.67,
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",layout,Image Base Size,cssVar,--base-size,,6,20,0.5,12,
Gallery-and-Carousel,MantaRay.html,Breathing Gallery (MantaRay),Breathing vertical animation with hover scale-up,"viewEnter; hover",entrance-reveal,"breathe translateY (-62px→262px), duration (2s), easing (ease-in-out), iterations (∞), stagger (index×150ms), scale-up (1→HOVER_SCALE)","gallery-wrapper perspective (1000px), item width (BASE_SIZE vw), img border-radius/box-shadow, tooltip font-size, imageData.length (26)",layout,Size Variation,cssVar,--size-variation,,0,1,0.05,0,
Gallery-and-Carousel,Mirror_Hover_Galery.html,Mirror Hover Gallery,Grid gallery with hover zoom + overlay darken + text reveal + global bg swap,hover,hover-gallery,"card-inner scale (1→1.05), overlay darkening, text opacity (0→1), text translateY (10px→0), z-index (1→10), duration (300ms)","grid-template-columns (responsive 8/4/2 cols), grid-auto-rows (180px), gap (40px), card border-radius (5px), font-size",animation,Stagger,cssVar,--stagger-delay,,0,150,5,0,ms
Gallery-and-Carousel,Mirror_Hover_Galery.html,Mirror Hover Gallery,Grid gallery with hover zoom + overlay darken + text reveal + global bg swap,hover,hover-gallery,"card-inner scale (1→1.05), overlay darkening, text opacity (0→1), text translateY (10px→0), z-index (1→10), duration (300ms)","grid-template-columns (responsive 8/4/2 cols), grid-auto-rows (180px), gap (40px), card border-radius (5px), font-size",layout,Grid Gap,css,.grid-container,gap,8,80,2,40,px
Gallery-and-Carousel,Mirror_Hover_Galery.html,Mirror Hover Gallery,Grid gallery with hover zoom + overlay darken + text reveal + global bg swap,hover,hover-gallery,"card-inner scale (1→1.05), overlay darkening, text opacity (0→1), text translateY (10px→0), z-index (1→10), duration (300ms)","grid-template-columns (responsive 8/4/2 cols), grid-auto-rows (180px), gap (40px), card border-radius (5px), font-size",layout,Row Height,css,.grid-container,gridAutoRows,120,300,10,180,px
Gallery-and-Carousel,Mirror_Hover_Galery.html,Mirror Hover Gallery,Grid gallery with hover zoom + overlay darken + text reveal + global bg swap,hover,hover-gallery,"card-inner scale (1→1.05), overlay darkening, text opacity (0→1), text translateY (10px→0), z-index (1→10), duration (300ms)","grid-template-columns (responsive 8/4/2 cols), grid-auto-rows (180px), gap (40px), card border-radius (5px), font-size",layout,Card Border Radius,css,"wix-interact-element, .card-inner",borderRadius,0,60,1,5,px
Gallery-and-Carousel,Mouse track infinite gallery.html,Mouse Track Infinite Gallery,Infinite horizontal gallery tracking mouse position,"pointerMove; customEffect",pointer-trail,"gallery-scroll translateX (mouse-driven), MAX_VELOCITY, DAMPING, ACCELERATION_FACTOR","gallery-container height/width, gallery-item width/height/border-radius",animation,Gallery Speed,sourceConst,MAX_SPEED,,1,20,1,6,px/f
Gallery-and-Carousel,Mouse track infinite gallery.html,Mouse Track Infinite Gallery,Infinite horizontal gallery tracking mouse position,"pointerMove; customEffect",pointer-trail,"gallery-scroll translateX (mouse-driven), MAX_VELOCITY, DAMPING, ACCELERATION_FACTOR","gallery-container height/width, gallery-item width/height/border-radius",animation,Blur Intensity,sourceConst,HOVER_BLUR,,2,30,1,8,px
Gallery-and-Carousel,Mouse track infinite gallery.html,Mouse Track Infinite Gallery,Infinite horizontal gallery tracking mouse position,"pointerMove; customEffect",pointer-trail,"gallery-scroll translateX (mouse-driven), MAX_VELOCITY, DAMPING, ACCELERATION_FACTOR","gallery-container height/width, gallery-item width/height/border-radius",animation,Parallax Depth,css,.parallax-layer,scale,0.5,2,0.1,1,
Gallery-and-Carousel,Mouse track infinite gallery.html,Mouse Track Infinite Gallery,Infinite horizontal gallery tracking mouse position,"pointerMove; customEffect",pointer-trail,"gallery-scroll translateX (mouse-driven), MAX_VELOCITY, DAMPING, ACCELERATION_FACTOR","gallery-container height/width, gallery-item width/height/border-radius",layout,Item Size,cssVar,--item-size,,20,60,2,40,vh
Gallery-and-Carousel,Mouse track infinite gallery.html,Mouse Track Infinite Gallery,Infinite horizontal gallery tracking mouse position,"pointerMove; customEffect",pointer-trail,"gallery-scroll translateX (mouse-driven), MAX_VELOCITY, DAMPING, ACCELERATION_FACTOR","gallery-container height/width, gallery-item width/height/border-radius",layout,Image Border Radius,css,.img-wrapper,borderRadius,0,24,1,4,px
Gallery-and-Carousel,Paragraph_Reaveal.html,Paragraph Reveal,Scroll-driven inline image reveal with staggered masks in paragraph text,viewProgress,scroll-text,"image-mask maxWidth/opacity (0→reveal), staggered cover ranges computed from track height, REVEAL_WIDTH, IMAGE_COUNT","scroll-track height (600vh), text-block font-size/line-height, image-mask height/img minWidth",animation,Animation Speed,speed,,,0.5,3,0.1,1,×
Gallery-and-Carousel,Paragraph_Reaveal.html,Paragraph Reveal,Scroll-driven inline image reveal with staggered masks in paragraph text,viewProgress,scroll-text,"image-mask maxWidth/opacity (0→reveal), staggered cover ranges computed from track height, REVEAL_WIDTH, IMAGE_COUNT","scroll-track height (600vh), text-block font-size/line-height, image-mask height/img minWidth",animation,Image Mask Width,sourceConst,REVEAL_WIDTH,,40,300,5,125,px
Gallery-and-Carousel,Paragraph_Reaveal.html,Paragraph Reveal,Scroll-driven inline image reveal with staggered masks in paragraph text,viewProgress,scroll-text,"image-mask maxWidth/opacity (0→reveal), staggered cover ranges computed from track height, REVEAL_WIDTH, IMAGE_COUNT","scroll-track height (600vh), text-block font-size/line-height, image-mask height/img minWidth",animation,Image Count,sourceConst,IMAGE_COUNT,,1,8,1,8,
Gallery-and-Carousel,Paragraph_Reaveal.html,Paragraph Reveal,Scroll-driven inline image reveal with staggered masks in paragraph text,viewProgress,scroll-text,"image-mask maxWidth/opacity (0→reveal), staggered cover ranges computed from track height, REVEAL_WIDTH, IMAGE_COUNT","scroll-track height (600vh), text-block font-size/line-height, image-mask height/img minWidth",layout,Font Size,css,.text-block,fontSize,2,6,0.1,3.5,vw
Gallery-and-Carousel,Paragraph_Reaveal.html,Paragraph Reveal,Scroll-driven inline image reveal with staggered masks in paragraph text,viewProgress,scroll-text,"image-mask maxWidth/opacity (0→reveal), staggered cover ranges computed from track height, REVEAL_WIDTH, IMAGE_COUNT","scroll-track height (600vh), text-block font-size/line-height, image-mask height/img minWidth",layout,Line Height,css,.text-block,lineHeight,1.2,2.5,0.1,1.6,
Gallery-and-Carousel,Scroll_3D_Animation.html,Scroll 3D Animation,Scroll-driven 3D animation with rotating central image and text,viewProgress,scroll-3d,"rotateY, scale, translateZ for main image; rotateY, translateX, translateZ for text elements; easing (linear)","sticky-container perspective, main-image-wrapper width/height, text-wrapper width/height/font-size",animation,Animation Speed,speed,,,0.05,2,0.05,1,×
Gallery-and-Carousel,Scroll_3D_Animation.html,Scroll 3D Animation,Scroll-driven 3D animation with rotating central image and text,viewProgress,scroll-3d,"rotateY, scale, translateZ for main image; rotateY, translateX, translateZ for text elements; easing (linear)","sticky-container perspective, main-image-wrapper width/height, text-wrapper width/height/font-size",layout,Panel Gap (Depth),cssVar,--panel-gap,,50,400,10,120,
Gallery-and-Carousel,Scroll_3D_Animation.html,Scroll 3D Animation,Scroll-driven 3D animation with rotating central image and text,viewProgress,scroll-3d,"rotateY, scale, translateZ for main image; rotateY, translateX, translateZ for text elements; easing (linear)","sticky-container perspective, main-image-wrapper width/height, text-wrapper width/height/font-size",layout,Perspective,css,.panel-wrapper,perspective,1000,4000,100,2000,px
Gallery-and-Carousel,Scroll_3D_Animation.html,Scroll 3D Animation,Scroll-driven 3D animation with rotating central image and text,viewProgress,scroll-3d,"rotateY, scale, translateZ for main image; rotateY, translateX, translateZ for text elements; easing (linear)","sticky-container perspective, main-image-wrapper width/height, text-wrapper width/height/font-size",layout,Panel Border Radius,css,.panel img,borderRadius,0,64,1,10,px
Gallery-and-Carousel,ShapeScroll.html,Shape Scroll,Scroll-driven clipPath morphing (circle→ellipse→polygon),viewProgress,scroll-shape-morph,"clipPath morph between shapes, text opacity (0→1 / 1→0), rangeStart/End % per phase, easing (ease-in-out)","scroll-section height, sticky-container background-image, text-overlay font-size/max-width",animation,Animation Speed,speed,,,0.3,3,0.1,1,×
Gallery-and-Carousel,ShapeScroll.html,Shape Scroll,Scroll-driven clipPath morphing (circle→ellipse→polygon),viewProgress,scroll-shape-morph,"clipPath morph between shapes, text opacity (0→1 / 1→0), rangeStart/End % per phase, easing (ease-in-out)","scroll-section height, sticky-container background-image, text-overlay font-size/max-width",animation,Reveal Shape,shapeScrollClip,,,,,,,
Gallery-and-Carousel,ShapeScroll.html,Shape Scroll,Scroll-driven clipPath morphing (circle→ellipse→polygon),viewProgress,scroll-shape-morph,"clipPath morph between shapes, text opacity (0→1 / 1→0), rangeStart/End % per phase, easing (ease-in-out)","scroll-section height, sticky-container background-image, text-overlay font-size/max-width",layout,Panel Width,cssVar,--pw,,30,100,1,100,
Gallery-and-Carousel,ShapeScroll.html,Shape Scroll,Scroll-driven clipPath morphing (circle→ellipse→polygon),viewProgress,scroll-shape-morph,"clipPath morph between shapes, text opacity (0→1 / 1→0), rangeStart/End % per phase, easing (ease-in-out)","scroll-section height, sticky-container background-image, text-overlay font-size/max-width",layout,Panel Height,cssVar,--ph,,30,100,1,100,
Gallery-and-Carousel,ShapeScroll.html,Shape Scroll,Scroll-driven clipPath morphing (circle→ellipse→polygon),viewProgress,scroll-shape-morph,"clipPath morph between shapes, text opacity (0→1 / 1→0), rangeStart/End % per phase, easing (ease-in-out)","scroll-section height, sticky-container background-image, text-overlay font-size/max-width",layout,Panel Border Radius,cssVar,--panel-radius,,0,48,1,0,px
Gallery-and-Carousel,SmallCarousel.html,Small Carousel,3D carousel with click/swipe navigation and modal expansion,"click; hover",click-interaction,"image-scale (1→1.05), content-fade opacity (0→1), fly-out scale (1→1.2), backdrop opacity (0→1), FLY_OUT_DURATION","carousel-container perspective, card width/height/border-radius/box-shadow, card-content padding/font-size",layout,Card Width,css,".card, .carousel",width,150,500,10,300,px
Gallery-and-Carousel,SmallCarousel.html,Small Carousel,3D carousel with click/swipe navigation and modal expansion,"click; hover",click-interaction,"image-scale (1→1.05), content-fade opacity (0→1), fly-out scale (1→1.2), backdrop opacity (0→1), FLY_OUT_DURATION","carousel-container perspective, card width/height/border-radius/box-shadow, card-content padding/font-size",layout,Card Height,css,".card, .carousel",height,250,700,10,500,px
Gallery-and-Carousel,SmallCarousel.html,Small Carousel,3D carousel with click/swipe navigation and modal expansion,"click; hover",click-interaction,"image-scale (1→1.05), content-fade opacity (0→1), fly-out scale (1→1.2), backdrop opacity (0→1), FLY_OUT_DURATION","carousel-container perspective, card width/height/border-radius/box-shadow, card-content padding/font-size",layout,Card Border Radius,css,.card,borderRadius,0,50,1,20,px
Gallery-and-Carousel,SmallCarousel.html,Small Carousel,3D carousel with click/swipe navigation and modal expansion,"click; hover",click-interaction,"image-scale (1→1.05), content-fade opacity (0→1), fly-out scale (1→1.2), backdrop opacity (0→1), FLY_OUT_DURATION","carousel-container perspective, card width/height/border-radius/box-shadow, card-content padding/font-size",layout,Card Border Width,css,.card,borderWidth,0,8,1,2,px
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",animation,Animation Speed,sourceConst,ANIM_SPEED,,0.5,3,0.1,1,×
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",animation,Image Count,sourceConst,IMAGE_COUNT,,4,24,1,12,
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",layout,Image Base Size,sourceConst,BASE_SIZE,,60,300,10,140,px
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",layout,Size Variation,sourceConst,SIZE_VARIATION,,0,200,10,100,px
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",layout,Wave Amplitude,sourceConst,WAVE_AMPLITUDE,,0,300,10,100,px
Gallery-and-Carousel,SnakeAnimation.html,Snake Animation,Snake of images converging on click + fade cycling,"click; toggleEffect",click-interaction,"text-fade opacity, image-cycle opacity + scale, backdrop opacity, duration/easing, IMAGE_COUNT, BASE_SIZE, SIZE_VARIATION, WAVE_AMPLITUDE","snake-image border-radius, main-image-container img border-radius",layout,Image Border Radius,css,".snake-image, #main-image-container img",borderRadius,0,50,1,12,px
Gallery-and-Carousel,StickyRepeaterStack.html,Sticky Repeater Stack,Sticky scroll card stack with 3D mouse-tilt,"viewProgress; pointerMove",scroll-card-stack,keyframeEffect scale (1→0.8) per card on viewProgress (cover ranges computed dynamically from STACK_GAP/SCROLL_SPEED),"scroll-section height (auto from gap), repeater-wrapper gap (STACK_GAP/SCROLL_SPEED)/perspective (1000px), card sticky top (35vh)/height (40vh)/border-radius",animation,Scroll Speed,sourceConst,SCROLL_SPEED,,0.5,3,0.1,1,×
